good_id,coicop_code,category_name,product_name,unit_size,price_usd,source_sheet,coicop_division,coicop_group,quantity,gdp_contribution,_clone_count
42,01.1.2.3,"Meat, dried/salted",Hard Salami,8 oz,6.55,Product Data,01,1.1,6519,42699.45,0
43,01.1.2.3,"Meat, dried/salted",Honey Ham Slices,8 oz,4.6,Product Data,01,1.1,4262,19605.199999999997,0
44,01.1.2.3,"Meat, dried/salted",Prosciutto,4 oz,9.62,Product Data,01,1.1,3587,34506.939999999995,1
45,01.1.2.3,"Meat, dried/salted",Smoked Bacon,16 oz,7.99,Product Data,01,1.1,3076,24577.24,0
46,01.1.2.4,Offal,Beef Liver,1 lb,4.08,Product Data,01,1.1,2073,8457.84,0
47,01.1.2.4,Offal,Chicken Gizzards,1 lb,2.67,Product Data,01,1.1,2563,6840.959618621263,1
48,01.1.2.4,Offal,Ox Tail,1 lb,9.01,Product Data,01,1.1,7054,63556.54,3
49,01.1.2.5,Meat preparations,Beef Franks/Hot Dogs,12 oz,5.83,Product Data,01,1.1,3557,20737.31,0
50,01.1.2.5,Meat preparations,Chicken Nuggets (Frozen),32 oz,9.03,Product Data,01,1.1,1637,14782.109999999999,0
51,01.1.2.5,Meat preparations,Italian Sausages,19 oz,5.29,Product Data,01,1.1,1559,8247.11,0
52,01.1.2.5,Meat preparations,Meatballs (Frozen),20 oz,7.49,Product Data,01,1.1,3912,29300.88,0
53,01.1.3.1,"Fish, fresh/frozen",Fresh Atlantic Salmon Fillet,1 lb,11.35,Product Data,01,1.1,1592,18075.375096924556,0
54,01.1.3.1,"Fish, fresh/frozen",Fresh Tilapia Fillets,1 lb,6.68,Product Data,01,1.1,3740,24983.2,0
55,01.1.3.1,"Fish, fresh/frozen",Frozen Cod Fillets,1 lb,8.35,Product Data,01,1.1,7742,64645.7,1
56,01.1.3.1,"Fish, fresh/frozen",Whole Sea Bass,1 lb,12.92,Product Data,01,1.1,3617,46731.64,0
57,01.1.3.2,"Fish, dried/salted",Dried Salted Cod (Bacalao),1 lb,13.51,Product Data,01,1.1,5745,77614.95,0
58,01.1.3.2,"Fish, dried/salted",Smoked Salmon (Lox),4 oz,10.14,Product Data,01,1.1,2966,30075.24,0
59,01.1.3.3,Fish preparations,Canned Chunk Light Tuna,5 oz,1.37,Product Data,01,1.1,7411,10153.070000000002,0
60,01.1.3.3,Fish preparations,Fish Sticks (Frozen),24 oz,7.75,Product Data,01,1.1,1155,8951.25,2
61,01.1.3.3,Fish preparations,Sardines in Oil,3.75 oz,2.49,Product Data,01,1.1,6777,16874.730000000003,1
62,01.1.3.4,Other seafood,Clams,1 lb,5.05,Product Data,01,1.1,4563,23043.149999999998,0
63,01.1.3.4,Other seafood,Frozen Squid Rings,1 lb,8.04,Product Data,01,1.1,5192,41752.21593262454,1
64,01.1.3.4,Other seafood,Live Blue Mussels,2 lb,6.62,Product Data,01,1.1,1822,12061.64,0
65,01.1.3.4,Other seafood,Raw Shrimp (Jumbo),1 lb,11.87,Product Data,01,1.1,3900,46293.0,0
66,01.1.3.4,Other seafood,Sea Scallops,1 lb,19.99,Product Data,01,1.1,1445,28885.55,0
67,01.1.3.6,Seafood preparations,Breaded Butterfly Shrimp,10 oz,8.53,Product Data,01,1.1,5322,45409.59875141293,0
68,01.1.3.6,Seafood preparations,Imitation Crab Meat,8 oz,3.84,Product Data,01,1.1,3201,12291.84,0
69,01.1.4.1,Whole milk,Pasteurized Whole Milk,1 Gallon,4.47,Product Data,01,1.1,7594,33945.18,0
70,01.1.4.2,Skimmed milk,Fat Free Skim Milk,1 Gallon,3.7,Product Data,01,1.1,5949,22011.3,0
71,01.1.4.3,Other milk/cream,Evaporated Milk,12 oz,1.79,Product Data,01,1.1,5866,10500.14,0
72,01.1.4.3,Other milk/cream,Heavy Whipping Cream,16 oz,5.03,Product Data,01,1.1,7859,39530.770000000004,1
73,01.1.4.4,Non-animal milk,Coconut Milk (Canned),13.5 oz,2.52,Product Data,01,1.1,3762,9480.24,1
74,01.1.4.4,Non-animal milk,Oat Milk (Full Fat),64 oz,5.53,Product Data,01,1.1,5529,30575.370000000003,0
75,01.1.4.4,Non-animal milk,Soy Milk,64 oz,4.71,Product Data,01,1.1,2375,11180.561072586073,0
76,01.1.4.4,Non-animal milk,Unsweetened Almond Milk,64 oz,3.67,Product Data,01,1.1,6571,24115.57,0
77,01.1.4.5,Cheese,Brie Wheel,8 oz,8.37,Product Data,01,1.1,1369,11458.529999999999,1
78,01.1.4.5,Cheese,Cottage Cheese,16 oz,3.97,Product Data,01,1.1,1175,4659.521858786791,0
79,01.1.4.5,Cheese,Fresh Goat Cheese,4 oz,4.99,Product Data,01,1.1,6217,31022.83,0
80,01.1.4.5,Cheese,Parmesan Wedge,5 oz,6.04,Product Data,01,1.1,2666,16102.64,0
81,01.1.4.5,Cheese,Sharp Cheddar Block,8 oz,3.58,Product Data,01,1.1,7132,25556.303926324512,0
82,01.1.4.5,Cheese,Shredded Mozzarella,8 oz,3.5,Product Data,01,1.1,3170,11095.0,1
83,01.1.4.6,Yoghurt,Greek Yoghurt (Plain),32 oz,5.59,Product Data,01,1.1,1453,8122.2699999999995,0
84,01.1.4.6,Yoghurt,Kefir Drink,32 oz,4.5,Product Data,01,1.1,7806,35127.0,0
85,01.1.4.6,Yoghurt,Strawberry Yoghurt Cups,6 oz,0.8,Product Data,01,1.1,2707,2165.6,0
86,01.1.4.8,Eggs,Large White Eggs,1 Dozen,3.13,Product Data,01,1.1,7898,24720.739999999998,1
87,01.1.4.8,Eggs,Liquid Egg Whites,16 oz,4.13,Product Data,01,1.1,1627,6711.7901220510585,1
88,01.1.4.8,Eggs,Organic Brown Eggs,1 Dozen,6.33,Product Data,01,1.1,3913,24769.29,0
89,01.1.5.1,Vegetable oils,Avocado Oil,16.9 oz,10.37,Product Data,01,1.1,3077,31908.489999999998,1
90,01.1.5.1,Vegetable oils,Canola Oil,48 oz,5.88,Product Data,01,1.1,4514,26542.32,0
91,01.1.5.1,Vegetable oils,Extra Virgin Olive Oil,16.9 oz,10.77,Product Data,01,1.1,6007,64695.39,0
92,01.1.5.1,Vegetable oils,Refined Coconut Oil,14 oz,6.15,Product Data,01,1.1,7633,46942.950000000004,0
93,01.1.5.1,Vegetable oils,Sesame Oil,5 oz,4.69,Product Data,01,1.1,3788,17763.54012133704,0
94,01.1.5.2,Butter,Organic Ghee,12 oz,11.47,Product Data,01,1.1,2132,24454.04,0
95,01.1.5.2,Butter,Salted Butter Sticks,16 oz,6.4,Product Data,01,1.1,3832,24522.812276790217,0
96,01.1.5.3,Margarine,Margarine Tub,15 oz,2.85,Product Data,01,1.1,3710,10573.5,0
97,01.1.6.1,Tropical fruits,Avocado (Hass),Each,1.53,Product Data,01,1.1,2516,3849.48,0
98,01.1.6.1,Tropical fruits,Bananas,1 lb,0.67,Product Data,01,1.1,6290,4214.3,0
99,01.1.6.1,Tropical fruits,Fresh Pineapple,Each,3.35,Product Data,01,1.1,2987,10006.45,0
100,01.1.6.1,Tropical fruits,Mango,Each,1.33,Product Data,01,1.1,6549,8710.17,1
101,01.1.6.2,Citrus fruits,Grapefruit,Each,1.96,Product Data,01,1.1,6399,12542.039999999999,0
102,01.1.6.2,Citrus fruits,Lemons,Each,0.84,Product Data,01,1.1,6108,5130.72,0
103,01.1.6.2,Citrus fruits,Navel Oranges,1 lb,1.36,Product Data,01,1.1,1384,1882.2400000000002,0
104,01.1.6.3,Stone/Pome fruits,Bosc Pears,1 lb,2.14,Product Data,01,1.1,5790,12390.6,1
105,01.1.6.3,Stone/Pome fruits,Gala Apples,1 lb,1.89,Product Data,01,1.1,6001,11341.89,0
106,01.1.6.3,Stone/Pome fruits,Peaches,1 lb,2.0,Product Data,01,1.1,2201,4402.0,1
107,01.1.6.4,Berries,Blueberries,6 oz,2.8,Product Data,01,1.1,5175,14489.999999999998,1
108,01.1.6.4,Berries,Raspberries,6 oz,4.44,Product Data,01,1.1,6773,30075.15327496814,0
109,01.1.6.4,Berries,Strawberries,1 lb,3.99,Product Data,01,1.1,2805,11191.95,0
110,01.1.6.5,Other fruits,Red Seedless Grapes,1 lb,2.49,Product Data,01,1.1,2138,5323.620000000001,0
111,01.1.6.5,Other fruits,Watermelon,Each,5.47,Product Data,01,1.1,4586,25085.42,1
112,01.1.6.7,Dried fruits,Dried Apricots,6 oz,4.81,Product Data,01,1.1,3908,18797.48,0
113,01.1.6.7,Dried fruits,Raisins,12 oz,4.24,Product Data,01,1.1,3011,12766.640000000001,1
114,01.1.6.8,Nuts,Pistachios (Shelled),6 oz,4.47,Product Data,01,1.1,6042,27007.739999999998,0
115,01.1.6.8,Nuts,Raw Walnuts,8 oz,4.78,Product Data,01,1.1,6437,30768.86,0
116,01.1.6.8,Nuts,Roasted Almonds,10 oz,6.86,Product Data,01,1.1,5362,36783.32,0
117,01.1.7.1,Leafy/stem vegetables,Baby Spinach,5 oz,3.49,Product Data,01,1.1,2599,9070.51,0
118,01.1.7.1,Leafy/stem vegetables,Celery Stalks,Bunch,1.67,Product Data,01,1.1,6408,10701.359999999999,3
119,01.1.7.1,Leafy/stem vegetables,Fresh Broccoli Crowns,1 lb,2.05,Product Data,01,1.1,3456,7084.799999999999,0
120,01.1.7.1,Leafy/stem vegetables,Iceberg Lettuce,Head,2.08,Product Data,01,1.1,7704,16024.32,0
121,01.1.7.2,Fruit-bearing veg,Bell Peppers (Assorted),3 ct,3.56,Product Data,01,1.1,7094,25254.64,1
122,01.1.7.2,Fruit-bearing veg,English Cucumber,Each,1.99,Product Data,01,1.1,7156,14240.44,0
123,01.1.7.2,Fruit-bearing veg,Roma Tomatoes,1 lb,1.35,Product Data,01,1.1,1258,1701.8576856981485,0
124,01.1.7.3,Green legumes,Green Beans,1 lb,2.07,Product Data,01,1.1,2676,5539.32,0
125,01.1.7.3,Green legumes,Sweet Peas (Frozen),12 oz,1.49,Product Data,01,1.1,7532,11222.68,0
126,01.1.7.4,Other root/bulb,Carrots,2 lb,2.0,Product Data,01,1.1,1062,2124.0,0
127,01.1.7.4,Other root/bulb,Fresh Garlic,Each,0.69,Product Data,01,1.1,7394,5101.86,0
128,01.1.7.4,Other root/bulb,White Mushrooms,8 oz,2.19,Product Data,01,1.1,3384,7410.96,0
129,01.1.7.4,Other root/bulb,Yellow Onions,3 lb,2.93,Product Data,01,1.1,4086,11971.980000000001,0
130,01.1.7.5,Tubers,Russet Potatoes,5 lb,4.31,Product Data,01,1.1,2993,12899.829999999998,0
131,01.1.7.5,Tubers,Sweet Potatoes,1 lb,1.24,Product Data,01,1.1,1342,1664.08,0
132,01.1.7.6,Pulses,Black Beans (Dry),16 oz,1.66,Product Data,01,1.1,2528,4196.48,0
133,01.1.7.6,Pulses,Dried Chickpeas,16 oz,1.68,Product Data,01,1.1,5446,9149.279999999999,1
134,01.1.7.6,Pulses,Red Lentils,16 oz,2.29,Product Data,01,1.1,7979,18271.91,0
135,01.1.8.1,Cane/Beet sugar,Brown Sugar,2 lb,2.38,Product Data,01,1.1,6681,15900.779999999999,0
136,01.1.8.1,Cane/Beet sugar,Granulated White Sugar,4 lb,2.41,Product Data,01,1.1,3377,8138.570000000001,0
137,01.1.8.2,Other sugars,Pure Maple Syrup,12 oz,8.99,Product Data,01,1.1,2541,22843.59,0
138,01.1.8.2,Other sugars,Stevia Sweetener Packets,40 ct,5.19,Product Data,01,1.1,6169,32017.110000000004,1
139,01.1.8.3,Jams/Honey,Raw Honey,12 oz,6.49,Product Data,01,1.1,4889,31729.61,0
140,01.1.8.3,Jams/Honey,Strawberry Jam,18 oz,4.23,Product Data,01,1.1,4041,17093.43,0
141,01.1.8.4,Nut butters,Almond Butter,12 oz,8.43,Product Data,01,1.1,6066,51158.040537701985,0
142,01.1.8.4,Nut butters,Creamy Peanut Butter,16 oz,3.3,Product Data,01,1.1,4558,15041.4,1
143,01.1.8.5,Chocolate/Cocoa,Dark Chocolate (70%),3.5 oz,3.44,Product Data,01,1.1,1970,6776.8,1
144,01.1.8.5,Chocolate/Cocoa,Milk Chocolate Bar,1.5 oz,1.52,Product Data,01,1.1,2969,4522.46167339459,0
145,01.1.8.5,Chocolate/Cocoa,Unsweetened Cocoa Powder,8 oz,4.32,Product Data,01,1.1,1943,8393.76,1
146,01.1.8.6,Ice cream,Fruit Sorbet,16 oz,4.2,Product Data,01,1.1,2820,11844.0,0
147,01.1.8.6,Ice cream,Vanilla Bean Ice Cream,48 oz,6.37,Product Data,01,1.1,6902,43965.74,0
148,01.1.8.9,Confectionery,Gummy Bears,5 oz,1.98,Product Data,01,1.1,5398,10666.994009909993,0
149,01.1.9.1,Ready-made food,Canned Vegetable Soup,18 oz,2.21,Product Data,01,1.1,5215,11525.15,0
150,01.1.9.1,Ready-made food,Chicken Salad (Prepared),1 lb,8.99,Product Data,01,1.1,2952,26538.48,1
151,01.1.9.1,Ready-made food,Frozen Cheese Pizza,20 oz,5.9,Product Data,01,1.1,6919,40822.100000000006,0
152,01.1.9.1,Ready-made food,Frozen Chicken Pot Pie,12 oz,3.88,Product Data,01,1.1,5588,21681.44,0
153,01.1.9.1,Ready-made food,Ready-to-eat Lasagna,38 oz,11.68,Product Data,01,1.1,4309,50333.8811485793,0
154,01.1.9.2,Baby food,Infant Formula Powder,20 oz,30.78,Product Data,01,1.1,5580,171752.4,0
155,01.1.9.2,Baby food,Organic Baby Food Pouch,4 oz,2.0,Product Data,01,1.1,4071,8143.9424911940905,0
156,01.1.9.3,Condiments/Sauces,Mayonnaise,30 oz,5.02,Product Data,01,1.1,3765,18900.3,1
157,01.1.9.3,Condiments/Sauces,Soy Sauce,15 oz,4.23,Product Data,01,1.1,2596,10981.080000000002,2
158,01.1.9.3,Condiments/Sauces,Table Salt,26 oz,1.06,Product Data,01,1.1,1933,2048.98,0
159,01.1.9.3,Condiments/Sauces,Tomato Ketchup,20 oz,3.25,Product Data,01,1.1,4974,16165.5,1
160,01.1.9.4,Spices,Black Pepper (Ground),4 oz,5.07,Product Data,01,1.1,4842,24548.940000000002,0
161,01.1.9.4,Spices,Dried Oregano,0.75 oz,2.61,Product Data,01,1.1,1544,4029.8399999999997,1
162,01.1.9.4,Spices,Ground Cinnamon,2 oz,3.49,Product Data,01,1.1,6991,24398.59,0
163,01.2.1,Juices,Apple Juice,64 oz,3.29,Product Data,01,1.2,1185,3898.65,0
164,01.2.1,Juices,Orange Juice (Not from Concentrate),52 oz,3.69,Product Data,01,1.2,7854,28981.26,0
165,01.2.1,Juices,Tomato Juice,46 oz,3.16,Product Data,01,1.2,1698,5365.68,0
166,01.2.2,Coffee,Coffee Pods,12 ct,10.36,Product Data,01,1.2,2052,21258.719999999998,0
167,01.2.2,Coffee,Ground Arabica Coffee,12 oz,10.09,Product Data,01,1.2,5940,59934.6,2
168,01.2.2,Coffee,Instant Coffee,7 oz,6.4,Product Data,01,1.2,2110,13504.0,0
169,01.2.3,Tea,Black Tea Bags,100 ct,4.98,Product Data,01,1.2,7288,36294.240000000005,1
170,01.2.3,Tea,Green Tea Loose Leaf,4 oz,8.67,Product Data,01,1.2,6374,55262.58,1
171,01.2.3,Tea,Iced Tea Mix,18 qt,5.49,Product Data,01,1.2,4258,23376.420000000002,4
172,01.2.5,Water,Distilled Water,1 Gallon,1.24,Product Data,01,1.2,5685,7049.4,0
173,01.2.5,Water,Sparkling Mineral Water,1 Liter,1.49,Product Data,01,1.2,1320,1963.4494366734145,0
174,01.2.5,Water,Spring Water (Bottled),24 pack,5.36,Product Data,01,1.2,3952,21182.72,0
175,01.2.6,Soft drinks,Cola Soda,12 pack,8.02,Product Data,01,1.2,3926,31486.519999999997,1
176,01.2.6,Soft drinks,Ginger Ale,2 Liter,2.51,Product Data,01,1.2,5681,14259.31,0
177,01.2.6,Soft drinks,Lemonade (Prepared),52 oz,2.65,Product Data,01,1.2,4634,12280.1,0
178,01.2.9,Other beverages,Energy Drink,16 oz,2.15,Product Data,01,1.2,5134,11038.1,1
179,01.2.9,Other beverages,Protein Shake Drink,11 oz,3.9,Product Data,01,1.2,2859,11150.1,0
180,01.3.0,Processing Services,Cereal Grinding Fee,per 10 kg,11.48,Product Data,01,1.3,5332,61211.36,2
181,01.3.0,Processing Services,Custom Animal Slaughtering,per head (small),39.91,Product Data,01,1.3,7851,313333.41,3
182,01.3.0,Processing Services,Fruit Crushing/Juicing Service,per bushel,17.08,Product Data,01,1.3,894,15269.519999999999,0
183,01.3.0,Processing Services,Oil Pressing Service,per liter,3.79,Product Data,01,1.3,6372,24149.88,0
184,02.1.1.0,Spirits,Aperol Aperitivo,750ml,29.42,Div 02 Alcohol & Tobacco,02,2.1,769,22625.021513883174,0
185,02.1.1.0,Spirits,Bacardi Superior White Rum,750ml,14.6,Div 02 Alcohol & Tobacco,02,2.1,2499,36485.4,0
186,02.1.1.0,Spirits,Grey Goose Vodka,750ml,32.99,Div 02 Alcohol & Tobacco,02,2.1,1392,45922.08,0
187,02.1.1.0,Spirits,Hennessy V.S Cognac,750ml,44.99,Div 02 Alcohol & Tobacco,02,2.1,2925,131595.75,0
188,02.1.1.0,Spirits,Jack Daniel's Old No. 7,750ml,26.99,Div 02 Alcohol & Tobacco,02,2.1,1693,45694.07,1
189,02.1.1.0,Spirits,Jameson Irish Whiskey,750ml,36.01,Div 02 Alcohol & Tobacco,02,2.1,756,27226.04512941186,1
190,02.1.1.0,Spirits,Johnnie Walker Black Label,750ml,48.13,Div 02 Alcohol & Tobacco,02,2.1,1502,72291.26000000001,0
191,02.1.1.0,Spirits,Patrón Silver Tequila,750ml,51.38,Div 02 Alcohol & Tobacco,02,2.1,2080,106870.40000000001,0
192,02.1.1.0,Spirits,Tanqueray London Dry Gin,750ml,26.59,Div 02 Alcohol & Tobacco,02,2.1,947,25180.73,0
193,02.1.1.0,Spirits,Tito's Handmade Vodka,1.75L,30.55,Div 02 Alcohol & Tobacco,02,2.1,2158,65926.90000000001,0
194,02.1.2.1,Wine from Grapes,Apothic Red Blend,750ml,10.65,Div 02 Alcohol & Tobacco,02,2.1,313,3333.4500000000003,0
195,02.1.2.1,Wine from Grapes,Barefoot Cabernet Sauvignon,750ml,11.72,Div 02 Alcohol & Tobacco,02,2.1,1378,16154.677814630473,1
196,02.1.2.1,Wine from Grapes,Josh Cellars Cabernet,750ml,15.99,Div 02 Alcohol & Tobacco,02,2.1,2350,37576.5,0
197,02.1.2.1,Wine from Grapes,Kendall-Jackson Chardonnay,750ml,14.49,Div 02 Alcohol & Tobacco,02,2.1,1031,14939.19,0
198,02.1.2.1,Wine from Grapes,Kim Crawford Sauvignon Blanc,750ml,18.44,Div 02 Alcohol & Tobacco,02,2.1,2379,43868.76,0
199,02.1.2.1,Wine from Grapes,La Marca Prosecco,750ml,17.83,Div 02 Alcohol & Tobacco,02,2.1,735,13105.05,2
200,02.1.2.1,Wine from Grapes,Meiomi Pinot Noir,750ml,20.21,Div 02 Alcohol & Tobacco,02,2.1,2861,57820.810000000005,0
201,02.1.2.1,Wine from Grapes,Veuve Clicquot Brut Champagne,750ml,73.4,Div 02 Alcohol & Tobacco,02,2.1,1522,111714.8,0
202,02.1.2.2,Wine other,Angry Orchard Hard Cider,6pk Bottles,10.44,Div 02 Alcohol & Tobacco,02,2.1,2917,30453.48,0
203,02.1.2.2,Wine other,Sake (Junmai),720ml,22.3,Div 02 Alcohol & Tobacco,02,2.1,2379,53055.88320537427,1
204,02.1.3.0,Beer,Blue Moon Belgian White,12pk Bottles,18.87,Div 02 Alcohol & Tobacco,02,2.1,2794,52722.780000000006,3
205,02.1.3.0,Beer,Bud Light Lager,24pk Cans,22.62,Div 02 Alcohol & Tobacco,02,2.1,1114,25198.68,0
206,02.1.3.0,Beer,Corona Extra,12pk Bottles,19.7,Div 02 Alcohol & Tobacco,02,2.1,926,18242.2,0
207,02.1.3.0,Beer,Guinness Draught Stout,4pk Cans,9.08,Div 02 Alcohol & Tobacco,02,2.1,1831,16625.48,1
208,02.1.3.0,Beer,Heineken Lager,12pk Bottles,18.79,Div 02 Alcohol & Tobacco,02,2.1,961,18057.19,1
209,02.1.3.0,Beer,Lagunitas IPA,6pk Bottles,10.65,Div 02 Alcohol & Tobacco,02,2.1,2509,26720.850000000002,0
210,02.1.3.0,Beer,Michelob Ultra,18pk Cans,19.99,Div 02 Alcohol & Tobacco,02,2.1,2472,49415.28,0
211,02.1.3.0,Beer,Miller Lite,12pk Cans,12.2,Div 02 Alcohol & Tobacco,02,2.1,302,3684.3999999999996,0
212,02.1.3.0,Beer,Samuel Adams Boston Lager,6pk Bottles,11.64,Div 02 Alcohol & Tobacco,02,2.1,2753,32044.920000000002,0
213,02.1.3.0,Beer,Stella Artois,12pk Bottles,16.7,Div 02 Alcohol & Tobacco,02,2.1,1627,27170.899999999998,0
214,02.3.0.1,Cigarettes,American Spirit Natural,Pack,13.5,Div 02 Alcohol & Tobacco,02,2.3,2301,31063.5,0
215,02.3.0.1,Cigarettes,Camel Blue,Pack,10.87,Div 02 Alcohol & Tobacco,02,2.3,379,4119.73,0
216,02.3.0.1,Cigarettes,Marlboro Gold (Lights),Pack,11.5,Div 02 Alcohol & Tobacco,02,2.3,758,8717.0,1
217,02.3.0.1,Cigarettes,Newport Menthol,Pack,12.66,Div 02 Alcohol & Tobacco,02,2.3,1786,22610.760000000002,0
218,02.3.0.1,Cigarettes,Pall Mall Blue,Pack,10.63,Div 02 Alcohol & Tobacco,02,2.3,1559,16572.170000000002,0
219,02.3.0.2,Cigars,Arturo Fuente Hemingway,Each,14.69,Div 02 Alcohol & Tobacco,02,2.3,1280,18803.2,0
220,02.3.0.2,Cigars,Cohiba Siglo II,Each,45.0,Div 02 Alcohol & Tobacco,02,2.3,537,24165.0,3
221,02.3.0.2,Cigars,Macanudo Café Hyde Park,Each,9.73,Div 02 Alcohol & Tobacco,02,2.3,1286,12512.78,1
222,02.3.0.2,Cigars,Romeo y Julieta Reserva Real,Each,12.86,Div 02 Alcohol & Tobacco,02,2.3,2623,33731.78,0
223,02.3.0.9,Other Tobacco,Captain Black Pipe Tobacco,1.5 oz,8.89,Div 02 Alcohol & Tobacco,02,2.3,622,5532.535977075695,0
224,02.3.0.9,Other Tobacco,Copenhagen Snuff,Can,7.32,Div 02 Alcohol & Tobacco,02,2.3,650,4758.0,0
225,02.3.0.9,Other Tobacco,Juul Pods (4-pack),Pack,25.33,Div 02 Alcohol & Tobacco,02,2.3,2290,58002.98016859129,0
226,02.3.0.9,Other Tobacco,Vuse Solo Power Unit,Each,16.62,Div 02 Alcohol & Tobacco,02,2.3,583,9687.753185005105,0
227,03.1.1.0,Materials,Cotton Fabric (Print),per Yard,8.31,Div 03 Clothing & Footwear,03,3.1,3515,29209.65,0
228,03.1.1.0,Materials,Denim Upholstery/Clothing,per Yard,10.32,Div 03 Clothing & Footwear,03,3.1,2581,26635.920000000002,0
