hh_id,bracket,income_monthly,labor_share,capital_share,transfer_share,consumption_rate,savings_rate
89,Low,6681.6,0.3598,0.0055,0.6347,1.0652,-0.0652
90,Low,4244.87,0.3262,0.0063,0.6675,1.0767,-0.0767
91,Low,7858.95,0.3117,0.0125,0.6758,1.1063,-0.1063
92,Low,6342.72,0.2712,0.0201,0.7088,1.1079,-0.1079
93,Low,5929.73,0.3328,0.0138,0.6534,1.0105,-0.0105
94,Low,5400.06,0.3315,0.0069,0.6615,1.1272,-0.1272
95,Low,7462.63,0.3358,0.0063,0.658,1.0613,-0.0613
96,Low,5804.85,0.3193,0.0065,0.6742,1.0631,-0.0631
97,Low,3583.17,0.3283,0.0129,0.6588,1.0923,-0.0923
98,Low,3916.28,0.3143,0.0123,0.6734,1.043,-0.043
99,Low,9492.06,0.302,0.012,0.686,1.0697,-0.0697
100,Low,9155.28,0.3111,0.0045,0.6844,1.1352,-0.1352
101,Low,7879.3,0.3501,0.0036,0.6463,1.0773,-0.0773
102,Low,5148.9,0.3127,0.0067,0.6806,1.1127,-0.1127
103,Low,9538.53,0.3369,0.0048,0.6583,1.0037,-0.0037
104,Low,8356.28,0.2833,0.0098,0.7069,1.0109,-0.0109
105,Low,7982.63,0.3156,0.0136,0.6708,1.1045,-0.1045
106,Low,6362.7,0.3087,0.005,0.6862,1.0008,-0.0008
107,Low,5194.6,0.3418,0.0162,0.642,1.0638,-0.0638
108,Low,3684.47,0.2851,0.0204,0.6945,1.0075,-0.0075
109,Low,9117.88,0.2932,0.0181,0.6887,1.1202,-0.1202
110,Low,6402.61,0.318,0.0198,0.6622,1.1425,-0.1425
111,Low,4668.73,0.3314,0.012,0.6566,1.0757,-0.0757
112,Low,5430.68,0.3222,0.0106,0.6672,1.1115,-0.1115
113,Low,7155.72,0.3208,0.0056,0.6736,1.0956,-0.0956
114,Low,4458.53,0.3267,0.0104,0.6629,1.0412,-0.0412
115,Low,8832.38,0.2894,0.0064,0.7042,1.048,-0.048
116,Low,8233.73,0.3269,0.003,0.6701,1.1041,-0.1041
117,Low,7998.12,0.3331,0.0013,0.6656,1.0814,-0.0814
118,Low,6254.71,0.3109,0.0044,0.6846,1.1357,-0.1357
119,Low,7444.79,0.306,0.0138,0.6802,1.1148,-0.1148
120,Low,7185.1,0.312,0.0001,0.6879,1.113,-0.113
121,Low,7580.02,0.3366,0.0191,0.6443,1.1121,-0.1121
122,Low,3544.69,0.3245,0.0129,0.6627,1.0329,-0.0329
123,Low,6152.07,0.3164,0.0006,0.6829,1.1019,-0.1019
124,Low,2922.84,0.3088,0.0035,0.6877,1.0191,-0.0191
125,Low,6638.39,0.3279,0.0006,0.6715,1.0847,-0.0847
126,Low,5593.06,0.2875,0.0146,0.6979,1.0693,-0.0693
127,Low,4173.63,0.2886,0.0086,0.7029,1.049,-0.049
128,Low,3762.33,0.3232,0.0075,0.6692,1.1248,-0.1248
129,Low,7206.45,0.3132,0.0019,0.685,1.0809,-0.0809
130,Low,4405.86,0.3425,0.0068,0.6507,1.1172,-0.1172
131,Low,9259.11,0.3074,0.0147,0.6779,1.0299,-0.0299
132,Low,7166.81,0.2905,0.0035,0.706,1.1004,-0.1004
133,Low,5706.48,0.3124,0.0044,0.6831,1.115,-0.115
134,Low,7226.13,0.2797,0.0127,0.7075,1.0172,-0.0172
135,Low,2518.39,0.345,0.0201,0.6349,1.0039,-0.0039
136,Low,9470.79,0.2839,0.0137,0.7024,1.0595,-0.0595
137,Low,6566.61,0.3241,0.0015,0.6744,1.0941,-0.0941
138,Low,8380.46,0.2708,0.0161,0.7131,1.0901,-0.0901
139,Low,3523.79,0.273,0.0205,0.7065,1.0521,-0.0521
140,Low,6593.39,0.308,0.0078,0.6842,1.0512,-0.0512
141,Low,6618.25,0.3482,0.0171,0.6347,1.1441,-0.1441
142,Low,9339.26,0.3133,0.0166,0.6702,1.0653,-0.0653
143,Low,7110.56,0.3335,0.0199,0.6466,1.1212,-0.1212
144,Low,6512.29,0.3175,0.0101,0.6724,1.1097,-0.1097
145,Low,5156.86,0.2834,0.0174,0.6992,1.013,-0.013
146,Low,5604.52,0.3417,0.0049,0.6533,1.0915,-0.0915
147,Low,6801.37,0.2957,0.0006,0.7037,1.0273,-0.0273
148,Low,6297.45,0.2944,0.0173,0.6883,1.132,-0.132
149,Low,2486.52,0.3455,0.006,0.6486,1.1422,-0.1422
150,Low,8646.01,0.2805,0.0156,0.7039,1.1137,-0.1137
151,Low,9077.66,0.3252,0.0132,0.6616,1.1189,-0.1189
152,Low,4133.77,0.278,0.0048,0.7173,1.0459,-0.0459
153,Low,7003.74,0.3175,0.0098,0.6728,1.0638,-0.0638
154,Low,3818.04,0.3241,0.0066,0.6693,1.0406,-0.0406
155,Low,7714.37,0.3068,0.0027,0.6905,1.0179,-0.0179
156,Low,5258.47,0.3239,0.0163,0.6599,1.0325,-0.0325
157,Low,7637.46,0.2953,0.0143,0.6904,1.0787,-0.0787
158,Low,8043.47,0.3093,0.0022,0.6884,1.0341,-0.0341
159,Low,8295.03,0.2907,0.0003,0.709,1.0411,-0.0411
160,Low,3809.14,0.3379,0.0108,0.6513,1.0189,-0.0189
161,Low,9201.86,0.3258,0.0095,0.6647,1.0861,-0.0861
162,Low,4885.49,0.3213,0.0095,0.6692,1.0077,-0.0077
163,Low,2844.27,0.3322,0.0092,0.6586,1.0601,-0.0601
164,Low,7008.68,0.2941,0.0144,0.6916,1.0224,-0.0224
165,Low,5864.28,0.3027,0.006,0.6913,1.0178,-0.0178
166,Low,8667.44,0.3208,0.0119,0.6673,1.0339,-0.0339
167,Low,8535.74,0.3163,0.0094,0.6742,1.129,-0.129
168,Low,5507.1,0.3431,0.006,0.6509,1.0914,-0.0914
169,Low,9434.79,0.3362,0.0197,0.6441,1.0317,-0.0317
170,Low,5326.49,0.3374,0.0034,0.6592,1.0113,-0.0113
171,Low,6767.17,0.2724,0.0098,0.7178,1.0437,-0.0437
172,Low,5077.09,0.2852,0.0148,0.7,1.0681,-0.0681
173,Low,9327.99,0.3137,0.0182,0.6681,1.0938,-0.0938
174,Low,4354.04,0.3235,0.0191,0.6574,1.0817,-0.0817
175,Low,2981.22,0.3099,0.0179,0.6722,1.0107,-0.0107
176,Low,6273.56,0.2813,0.0065,0.7122,1.0854,-0.0854
177,Low,9687.48,0.2935,0.0026,0.7039,1.105,-0.105
178,Low,9049.72,0.343,0.01,0.647,1.0121,-0.0121
179,Low,8173.83,0.2838,0.0097,0.7065,1.0376,-0.0376
180,Low,9044.21,0.2694,0.02,0.7106,1.0863,-0.0863
181,Low,9060.74,0.3343,0.0194,0.6464,1.0404,-0.0404
182,Low,6790.33,0.2773,0.0165,0.7062,1.0977,-0.0977
183,Low,5498.87,0.3403,0.0036,0.6561,1.0952,-0.0952
184,Low,8315.42,0.3197,0.002,0.6784,1.05,-0.05
185,Low,7650.9,0.3278,0.0177,0.6545,1.1041,-0.1041
186,Low,5882.05,0.2848,0.0193,0.6959,1.0825,-0.0825
187,Low,3662.6,0.3163,0.0067,0.6769,1.1455,-0.1455
188,Low,8162.85,0.2906,0.0103,0.6991,1.0986,-0.0986
189,Low,5124.29,0.3267,0.0089,0.6644,1.0543,-0.0543
190,Low,9332.85,0.3211,0.0123,0.6666,1.0305,-0.0305
191,Low,4966.45,0.3152,0.0192,0.6656,1.1047,-0.1047
192,Low,3964.31,0.2781,0.0207,0.7012,1.0359,-0.0359
193,Low,8675.55,0.2852,0.0118,0.703,1.014,-0.014
194,Low,4253.64,0.3445,0.018,0.6375,1.0176,-0.0176
195,Low,4479.57,0.3283,0.0098,0.6618,1.0763,-0.0763
196,Low,7277.05,0.2796,0.0168,0.7036,1.0366,-0.0366
197,Low,8943.37,0.3036,0.0076,0.6888,1.0762,-0.0762
198,Low,4621.07,0.3438,0.0176,0.6386,1.1185,-0.1185
199,Low,5460.63,0.3033,0.0194,0.6772,1.1231,-0.1231
200,Low,8348.11,0.2951,0.0063,0.6985,1.1498,-0.1498
201,Low,9555.47,0.3128,0.0031,0.6841,1.0518,-0.0518
202,Low,6679.74,0.3174,0.0113,0.6713,1.0483,-0.0483
203,Low,4167.82,0.286,0.0148,0.6991,1.035,-0.035
204,Low,2247.49,0.3266,0.0009,0.6725,1.1058,-0.1058
205,Low,4881.25,0.3294,0.0077,0.6629,1.1231,-0.1231
206,Low,4053.48,0.3619,0.0103,0.6278,1.0753,-0.0753
207,Low,7746.89,0.3048,0.0172,0.678,1.066,-0.066
208,Low,3955.03,0.3075,0.0093,0.6832,1.0615,-0.0615
209,Low,6713.91,0.3267,0.0032,0.6701,1.1454,-0.1454
210,Low,7846.59,0.2949,0.0144,0.6908,1.1278,-0.1278
211,Low,7167.14,0.3385,0.0174,0.6442,1.0475,-0.0475
212,Low,4648.0,0.3142,0.0148,0.6709,1.0054,-0.0054
213,Low,8510.57,0.2671,0.0131,0.7198,1.1496,-0.1496
214,Low,7973.71,0.3442,0.0092,0.6466,1.0951,-0.0951
215,Low,8115.74,0.3321,0.0087,0.6592,1.1355,-0.1355
216,Low,4046.07,0.2829,0.0177,0.6994,1.0562,-0.0562
217,Low,3974.26,0.2839,0.0114,0.7047,1.1189,-0.1189
218,Low,9274.49,0.2794,0.0017,0.719,1.093,-0.093
219,Low,6036.12,0.3023,0.0201,0.6776,1.0692,-0.0692
220,Low,5396.17,0.3124,0.0058,0.6818,1.1207,-0.1207
221,Low,6605.22,0.3508,0.014,0.6352,1.0663,-0.0663
222,Low,7658.11,0.2964,0.0122,0.6914,1.0636,-0.0636
223,Low,9452.1,0.3016,0.0185,0.6799,1.0577,-0.0577
224,Low,5295.18,0.3107,0.0049,0.6844,1.0862,-0.0862
225,Low,9257.15,0.3317,0.0056,0.6627,1.0987,-0.0987
226,Low,2570.94,0.2898,0.0118,0.6984,1.1117,-0.1117
227,Low,7010.77,0.2781,0.0132,0.7087,1.1356,-0.1356
228,Low,7484.79,0.2917,0.0167,0.6916,1.0528,-0.0528
229,Low,3789.37,0.3156,0.0125,0.6719,1.1081,-0.1081
230,Low,4134.62,0.3173,0.0168,0.6658,1.1355,-0.1355
231,Low,6172.98,0.3261,0.0064,0.6675,1.0869,-0.0869
232,Low,9519.71,0.3386,0.0019,0.6595,1.1121,-0.1121
233,Low,7256.97,0.2895,0.0029,0.7076,1.1457,-0.1457
234,Low,9308.92,0.3018,0.0182,0.6801,1.0385,-0.0385
235,Low,8512.01,0.3251,0.0094,0.6655,1.112,-0.112
236,Low,6474.55,0.2889,0.0023,0.7087,1.0211,-0.0211
237,Low,8392.77,0.3345,0.0166,0.6489,1.147,-0.147
238,Low,2377.42,0.3469,0.0161,0.637,1.1186,-0.1186
239,Low,3824.08,0.277,0.0118,0.7112,1.1009,-0.1009
240,Low,8665.23,0.3137,0.0116,0.6747,1.141,-0.141
241,Low,8466.06,0.3005,0.0054,0.6941,1.1326,-0.1326
242,Low,4903.88,0.3234,0.0193,0.6572,1.0095,-0.0095
243,Low,6862.76,0.3389,0.0185,0.6426,1.0612,-0.0612
244,Low,7316.92,0.289,0.0207,0.6903,1.0739,-0.0739
245,Low,8901.11,0.2915,0.0199,0.6886,1.068,-0.068
246,Low,7299.44,0.3089,0.0145,0.6767,1.0629,-0.0629
247,Low,6131.57,0.3347,0.0032,0.6621,1.0149,-0.0149
248,Low,5885.47,0.2983,0.0081,0.6936,1.0049,-0.0049
249,Low,6215.66,0.2897,0.0089,0.7014,1.1283,-0.1283
250,Low,7592.52,0.2801,0.0148,0.7051,1.1467,-0.1467
251,Low,8899.57,0.3132,0.0087,0.6781,1.0183,-0.0183
252,Low,6390.92,0.3314,0.009,0.6596,1.0963,-0.0963
253,Low,5017.44,0.3132,0.0004,0.6864,1.0365,-0.0365
254,Low,4934.19,0.2981,0.0128,0.689,1.1148,-0.1148
255,Low,8158.17,0.2814,0.0045,0.7141,1.0493,-0.0493
256,Low,8586.53,0.2998,0.0204,0.6798,1.1288,-0.1288
257,Low,3782.68,0.2964,0.0029,0.7006,1.0262,-0.0262
258,Low,3313.82,0.3443,0.0006,0.6551,1.1185,-0.1185
259,Low,7247.29,0.305,0.0072,0.6878,1.0079,-0.0079
260,Low,4188.86,0.3212,0.0104,0.6684,1.0714,-0.0714
261,Low,8636.04,0.3454,0.0108,0.6438,1.0756,-0.0756
262,Low,5460.7,0.3366,0.0008,0.6626,1.13,-0.13
263,Low,4167.59,0.2998,0.0091,0.6911,1.0091,-0.0091
264,Low,9233.01,0.3057,0.0082,0.6861,1.0735,-0.0735
265,Low,4362.09,0.3587,0.0015,0.6397,1.0912,-0.0912
266,Low,5283.05,0.2773,0.0059,0.7168,1.0823,-0.0823
267,Low,4256.61,0.2957,0.0208,0.6835,1.0681,-0.0681
268,Low,3890.47,0.316,0.002,0.682,1.1279,-0.1279
269,Low,2473.81,0.3143,0.0153,0.6704,1.0323,-0.0323
270,Low,3151.68,0.3161,0.0049,0.679,1.068,-0.068
271,Low,4440.45,0.3115,0.002,0.6865,1.0998,-0.0998
272,Low,3120.5,0.2925,0.0031,0.7044,1.0101,-0.0101
273,Low,7227.5,0.3527,0.002,0.6453,1.1108,-0.1108
274,Low,7765.24,0.3309,0.0111,0.658,1.0842,-0.0842
275,Low,6010.85,0.3073,0.0027,0.69,1.0998,-0.0998
276,Low,5512.89,0.3204,0.0171,0.6625,1.1453,-0.1453
277,Low,6702.89,0.318,0.0072,0.6748,1.0319,-0.0319
278,Low,8946.11,0.3391,0.0048,0.6561,1.1268,-0.1268
279,Low,8798.58,0.2989,0.0159,0.6852,1.1211,-0.1211
280,Low,2956.12,0.3229,0.0188,0.6582,1.092,-0.092
281,Low,4498.27,0.3119,0.0005,0.6876,1.1244,-0.1244
282,Low,4934.81,0.2911,0.0038,0.7051,1.0463,-0.0463
283,Low,5028.86,0.2924,0.0001,0.7074,1.0849,-0.0849
284,Low,7107.58,0.3034,0.003,0.6937,1.0046,-0.0046
285,Low,6154.95,0.3343,0.0044,0.6612,1.0511,-0.0511
286,Low,3054.39,0.2931,0.0147,0.6921,1.0851,-0.0851
287,Low,5881.77,0.2953,0.0012,0.7035,1.0927,-0.0927
288,Low,6820.12,0.3209,0.0055,0.6736,1.0728,-0.0728
289,Low,3743.36,0.3017,0.0056,0.6927,1.0171,-0.0171
290,Low,8689.94,0.3031,0.0059,0.691,1.073,-0.073
291,Low,3098.1,0.3309,0.0009,0.6682,1.0899,-0.0899
292,Low,9257.36,0.2856,0.0069,0.7075,1.0206,-0.0206
293,Low,3715.03,0.3121,0.0074,0.6805,1.1121,-0.1121
294,Low,8752.07,0.283,0.008,0.709,1.075,-0.075
295,Low,9118.2,0.3484,0.0169,0.6347,1.1293,-0.1293
296,Low,9605.1,0.2685,0.0004,0.7311,1.1293,-0.1293
297,Low,8497.78,0.3107,0.0116,0.6777,1.0627,-0.0627
298,Low,8360.68,0.2924,0.0005,0.7071,1.1202,-0.1202
299,Low,7535.84,0.3056,0.0163,0.6781,1.0132,-0.0132
300,Low,8357.77,0.3351,0.0049,0.6601,1.0786,-0.0786
301,Low,4079.75,0.3115,0.0067,0.6819,1.05,-0.05
302,Low,6894.93,0.3003,0.0115,0.6882,1.0765,-0.0765
303,Low,6762.08,0.3338,0.0068,0.6593,1.1228,-0.1228
304,Low,8838.29,0.3486,0.005,0.6464,1.0296,-0.0296
305,Low,6446.18,0.3131,0.0153,0.6716,1.0266,-0.0266
306,Low,5955.98,0.3232,0.0098,0.667,1.114,-0.114
307,Low,7518.32,0.3041,0.0191,0.6769,1.0953,-0.0953
308,Low,5153.17,0.3148,0.0174,0.6678,1.0226,-0.0226
309,Low,4129.25,0.2867,0.0099,0.7035,1.0412,-0.0412
310,Low,6539.35,0.285,0.0113,0.7037,1.0678,-0.0678
311,Low,6158.91,0.2906,0.0189,0.6905,1.1296,-0.1296
312,Low,4903.34,0.336,0.0123,0.6517,1.0694,-0.0694
313,Low,5842.08,0.3022,0.0157,0.6822,1.0675,-0.0675
314,Low,5834.78,0.3391,0.0134,0.6476,1.0713,-0.0713
315,Low,5577.15,0.3024,0.0014,0.6962,1.1349,-0.1349
316,Low,5919.67,0.2996,0.0151,0.6853,1.0259,-0.0259
317,Low,7795.43,0.2963,0.0094,0.6943,1.0784,-0.0784
318,Low,5367.98,0.2949,0.0083,0.6968,1.0613,-0.0613
319,Low,9409.12,0.2912,0.0123,0.6965,1.0971,-0.0971
320,Low,9203.97,0.277,0.002,0.721,1.0426,-0.0426
321,Low,6558.03,0.3142,0.0128,0.673,1.131,-0.131
322,Low,5582.98,0.3117,0.0128,0.6755,1.0525,-0.0525
323,Low,6891.08,0.3468,0.014,0.6392,1.0893,-0.0893
324,Low,8782.74,0.3481,0.0063,0.6456,1.1187,-0.1187
325,Low,7596.46,0.3224,0.013,0.6645,1.1108,-0.1108
326,Low,8512.2,0.3206,0.0106,0.6688,1.0635,-0.0635
327,Low,6874.62,0.314,0.008,0.6781,1.0321,-0.0321
328,Low,7478.45,0.3528,0.01,0.6372,1.0206,-0.0206
329,Low,5307.17,0.2913,0.0191,0.6896,1.1156,-0.1156
330,Low,8091.07,0.3492,0.0185,0.6323,1.0505,-0.0505
331,Low,4669.06,0.3378,0.0027,0.6595,1.0243,-0.0243
332,Low,7849.81,0.3236,0.015,0.6614,1.0248,-0.0248
333,Low,8857.72,0.303,0.0085,0.6886,1.0356,-0.0356
334,Low,4056.19,0.302,0.0058,0.6922,1.0673,-0.0673
335,Low,7367.17,0.3063,0.0062,0.6874,1.0704,-0.0704
336,Low,3669.77,0.3221,0.0071,0.6708,1.1477,-0.1477
337,Low,8035.77,0.3151,0.006,0.6789,1.0791,-0.0791
338,Low,3545.28,0.3323,0.0157,0.652,1.0208,-0.0208
339,Low,9327.34,0.282,0.0131,0.7049,1.0832,-0.0832
340,Low,4106.96,0.2705,0.0176,0.712,1.0428,-0.0428
341,Low,9472.83,0.3192,0.0053,0.6755,1.0221,-0.0221
342,Low,8490.83,0.3142,0.0202,0.6655,1.0677,-0.0677
343,Low,7242.77,0.3199,0.0006,0.6795,1.0753,-0.0753
344,Low,8379.78,0.2939,0.0214,0.6848,1.0042,-0.0042
345,Low,8455.7,0.3348,0.0164,0.6489,1.1187,-0.1187
346,Low,9391.17,0.2769,0.006,0.7171,1.1044,-0.1044
347,Low,5058.21,0.2859,0.0153,0.6988,1.0008,-0.0008
348,Low,7221.08,0.2725,0.0054,0.7221,1.0823,-0.0823
349,Low,3669.24,0.3417,0.0112,0.6471,1.0432,-0.0432
350,Low,7377.89,0.3035,0.001,0.6955,1.1191,-0.1191
351,Low,4411.85,0.2992,0.0022,0.6986,1.0895,-0.0895
352,Low,7069.68,0.284,0.0116,0.7044,1.0215,-0.0215
353,Low,7114.8,0.3152,0.0132,0.6716,1.0625,-0.0625
354,Low,6465.91,0.3116,0.0017,0.6867,1.0102,-0.0102
355,Low,6813.3,0.2991,0.01,0.6908,1.0831,-0.0831
356,Low,8266.42,0.3005,0.0098,0.6898,1.1472,-0.1472
357,Low,8480.84,0.2885,0.0003,0.7112,1.0517,-0.0517
358,Low,6627.12,0.3191,0.0124,0.6685,1.1103,-0.1103
359,Low,7278.32,0.3017,0.0009,0.6973,1.122,-0.122
360,Low,9297.65,0.2878,0.0168,0.6955,1.1043,-0.1043
361,Low,3933.85,0.3347,0.0173,0.648,1.1164,-0.1164
362,Low,3907.06,0.3264,0.0065,0.6671,1.0299,-0.0299
363,Low,3583.87,0.275,0.0202,0.7048,1.1484,-0.1484
364,Low,7628.11,0.309,0.0051,0.6858,1.0287,-0.0287
365,Low,6169.78,0.2892,0.0158,0.695,1.0498,-0.0498
366,Low,8329.41,0.2737,0.0077,0.7186,1.1115,-0.1115
367,Low,7708.32,0.325,0.0074,0.6676,1.0744,-0.0744
368,Low,5618.39,0.309,0.0191,0.672,1.1202,-0.1202
369,Low,9091.43,0.3278,0.0016,0.6706,1.1234,-0.1234
370,Low,8258.0,0.3314,0.007,0.6616,1.0991,-0.0991
371,Low,5182.4,0.3001,0.0129,0.6871,1.1035,-0.1035
372,Low,5820.41,0.2931,0.0009,0.7061,1.0529,-0.0529
373,Low,5488.73,0.3321,0.0052,0.6627,1.1422,-0.1422
374,Low,4292.39,0.284,0.0141,0.7019,1.1202,-0.1202
375,Low,4203.65,0.3342,0.02,0.6457,1.0911,-0.0911
376,Low,9328.52,0.3507,0.0007,0.6485,1.1168,-0.1168
377,Low,6291.14,0.3014,0.0081,0.6906,1.0908,-0.0908
378,Low,5944.57,0.3264,0.0195,0.6542,1.1145,-0.1145
379,Low,8059.68,0.3209,0.0111,0.668,1.0974,-0.0974
380,Low,6997.43,0.2892,0.0024,0.7084,1.0749,-0.0749
381,Low,9328.6,0.3117,0.0121,0.6761,1.039,-0.039
382,Low,8365.68,0.3124,0.0211,0.6665,1.1375,-0.1375
383,Low,6548.55,0.3031,0.0025,0.6944,1.0678,-0.0678
384,Low,5899.58,0.3549,0.0093,0.6358,1.1023,-0.1023
385,Low,9650.47,0.3429,0.0066,0.6506,1.0097,-0.0097
386,Low,7987.87,0.302,0.0177,0.6803,1.1068,-0.1068
387,Low,9423.96,0.3312,0.0123,0.6565,1.0763,-0.0763
388,Low,3921.1,0.2979,0.0046,0.6976,1.1186,-0.1186
389,Low,8794.89,0.2805,0.0123,0.7072,1.1205,-0.1205
390,Low,7503.39,0.3295,0.0132,0.6572,1.0464,-0.0464
