hh_id,bracket,income_monthly,labor_share,capital_share,transfer_share,consumption_rate,savings_rate
68,Low,4090.86,0.3335,0.0198,0.6467,1.0173,-0.0173
69,Low,4092.41,0.29,0.0123,0.6977,1.0907,-0.0907
70,Low,4126.12,0.3253,0.0041,0.6706,1.0396,-0.0396
71,Low,4165.92,0.2984,0.0181,0.6835,1.0138,-0.0138
72,Low,4169.2,0.3255,0.0062,0.6684,1.1157,-0.1157
73,Low,4199.13,0.3159,0.0053,0.6788,1.0828,-0.0828
74,Low,4206.71,0.3251,0.0002,0.6747,1.1325,-0.1325
75,Low,4225.03,0.329,0.0105,0.6605,1.0874,-0.0874
76,Low,4250.51,0.2948,0.0028,0.7023,1.1348,-0.1348
77,Low,4256.0,0.3179,0.0166,0.6655,1.0315,-0.0315
78,Low,4277.01,0.2879,0.0022,0.7099,1.1326,-0.1326
79,Low,4334.36,0.3164,0.0135,0.6701,1.1395,-0.1395
80,Low,4335.75,0.3244,0.0188,0.6567,1.1322,-0.1322
81,Low,4342.74,0.2804,0.0164,0.7032,1.1396,-0.1396
82,Low,4392.56,0.321,0.0168,0.6622,1.04,-0.04
83,Low,4400.81,0.3229,0.0021,0.675,1.1288,-0.1288
84,Low,4414.5,0.2913,0.0175,0.6912,1.0458,-0.0458
85,Low,4460.48,0.3519,0.0049,0.6432,1.029,-0.029
86,Low,4469.36,0.2837,0.0173,0.6989,1.0419,-0.0419
87,Low,4477.6,0.3079,0.0078,0.6843,1.0804,-0.0804
88,Low,4488.39,0.3297,0.0022,0.6681,1.0268,-0.0268
89,Low,4490.09,0.3598,0.0055,0.6347,1.0652,-0.0652
90,Low,4494.23,0.3262,0.0063,0.6675,1.0767,-0.0767
91,Low,4515.45,0.3117,0.0125,0.6758,1.1063,-0.1063
92,Low,4522.41,0.2712,0.0201,0.7088,1.1079,-0.1079
93,Low,4538.13,0.3328,0.0138,0.6534,1.0105,-0.0105
94,Low,4544.21,0.3315,0.0069,0.6615,1.1272,-0.1272
95,Low,4547.14,0.3358,0.0063,0.658,1.0613,-0.0613
96,Low,4560.66,0.3193,0.0065,0.6742,1.0631,-0.0631
97,Low,4582.69,0.3283,0.0129,0.6588,1.0923,-0.0923
98,Low,4602.95,0.3143,0.0123,0.6734,1.043,-0.043
99,Low,4616.27,0.302,0.012,0.686,1.0697,-0.0697
100,Low,4623.8,0.3111,0.0045,0.6844,1.1352,-0.1352
101,Low,4633.75,0.3501,0.0036,0.6463,1.0773,-0.0773
102,Low,4645.23,0.3127,0.0067,0.6806,1.1127,-0.1127
103,Low,4658.08,0.3369,0.0048,0.6583,1.0037,-0.0037
104,Low,4698.63,0.2833,0.0098,0.7069,1.0109,-0.0109
105,Low,4703.64,0.3156,0.0136,0.6708,1.1045,-0.1045
106,Low,4740.09,0.3087,0.005,0.6862,1.0008,-0.0008
107,Low,4754.15,0.3418,0.0162,0.642,1.0638,-0.0638
108,Low,4754.19,0.2851,0.0204,0.6945,1.0075,-0.0075
109,Low,4756.83,0.2932,0.0181,0.6887,1.1202,-0.1202
110,Low,4759.49,0.318,0.0198,0.6622,1.1425,-0.1425
111,Low,4767.83,0.3314,0.012,0.6566,1.0757,-0.0757
112,Low,4769.49,0.3222,0.0106,0.6672,1.1115,-0.1115
113,Low,4792.95,0.3208,0.0056,0.6736,1.0956,-0.0956
114,Low,4843.49,0.3267,0.0104,0.6629,1.0412,-0.0412
115,Low,4853.57,0.2894,0.0064,0.7042,1.048,-0.048
116,Low,4863.97,0.3269,0.003,0.6701,1.1041,-0.1041
117,Low,4915.1,0.3331,0.0013,0.6656,1.0814,-0.0814
118,Low,4944.78,0.3109,0.0044,0.6846,1.1357,-0.1357
119,Low,4961.21,0.306,0.0138,0.6802,1.1148,-0.1148
120,Low,4964.53,0.312,0.0001,0.6879,1.113,-0.113
121,Low,4977.97,0.3366,0.0191,0.6443,1.1121,-0.1121
122,Low,4979.91,0.3245,0.0129,0.6627,1.0329,-0.0329
123,Low,5011.26,0.3164,0.0006,0.6829,1.1019,-0.1019
124,Low,5020.96,0.3088,0.0035,0.6877,1.0191,-0.0191
125,Low,5024.12,0.3279,0.0006,0.6715,1.0847,-0.0847
126,Low,5027.58,0.2875,0.0146,0.6979,1.0693,-0.0693
127,Low,5034.53,0.2886,0.0086,0.7029,1.049,-0.049
128,Low,5051.55,0.3232,0.0075,0.6692,1.1248,-0.1248
129,Low,5054.08,0.3132,0.0019,0.685,1.0809,-0.0809
130,Low,5062.02,0.3425,0.0068,0.6507,1.1172,-0.1172
131,Low,5064.19,0.3074,0.0147,0.6779,1.0299,-0.0299
132,Low,5070.04,0.2905,0.0035,0.706,1.1004,-0.1004
133,Low,5087.98,0.3124,0.0044,0.6831,1.115,-0.115
134,Low,5107.53,0.2797,0.0127,0.7075,1.0172,-0.0172
135,Low,5117.67,0.345,0.0201,0.6349,1.0039,-0.0039
136,Low,5119.27,0.2839,0.0137,0.7024,1.0595,-0.0595
137,Low,5132.79,0.3241,0.0015,0.6744,1.0941,-0.0941
138,Low,5135.28,0.2708,0.0161,0.7131,1.0901,-0.0901
139,Low,5135.67,0.273,0.0205,0.7065,1.0521,-0.0521
140,Low,5139.95,0.308,0.0078,0.6842,1.0512,-0.0512
141,Low,5147.48,0.3482,0.0171,0.6347,1.1441,-0.1441
142,Low,5149.44,0.3133,0.0166,0.6702,1.0653,-0.0653
143,Low,5155.0,0.3335,0.0199,0.6466,1.1212,-0.1212
144,Low,5155.81,0.3175,0.0101,0.6724,1.1097,-0.1097
145,Low,5161.02,0.2834,0.0174,0.6992,1.013,-0.013
146,Low,5188.8,0.3417,0.0049,0.6533,1.0915,-0.0915
147,Low,5213.48,0.2957,0.0006,0.7037,1.0273,-0.0273
148,Low,5240.25,0.2944,0.0173,0.6883,1.132,-0.132
149,Low,5246.25,0.3455,0.006,0.6486,1.1422,-0.1422
150,Low,5256.85,0.2805,0.0156,0.7039,1.1137,-0.1137
151,Low,5310.97,0.3252,0.0132,0.6616,1.1189,-0.1189
152,Low,5336.35,0.278,0.0048,0.7173,1.0459,-0.0459
153,Low,5352.88,0.3175,0.0098,0.6728,1.0638,-0.0638
154,Low,5359.19,0.3241,0.0066,0.6693,1.0406,-0.0406
155,Low,5370.54,0.3068,0.0027,0.6905,1.0179,-0.0179
156,Low,5373.07,0.3239,0.0163,0.6599,1.0325,-0.0325
157,Low,5378.51,0.2953,0.0143,0.6904,1.0787,-0.0787
158,Low,5380.77,0.3093,0.0022,0.6884,1.0341,-0.0341
159,Low,5388.72,0.2907,0.0003,0.709,1.0411,-0.0411
160,Low,5413.16,0.3379,0.0108,0.6513,1.0189,-0.0189
161,Low,5423.13,0.3258,0.0095,0.6647,1.0861,-0.0861
162,Low,5428.88,0.3213,0.0095,0.6692,1.0077,-0.0077
163,Low,5441.71,0.3322,0.0092,0.6586,1.0601,-0.0601
164,Low,5461.8,0.2941,0.0144,0.6916,1.0224,-0.0224
165,Low,5462.88,0.3027,0.006,0.6913,1.0178,-0.0178
166,Low,5476.08,0.3208,0.0119,0.6673,1.0339,-0.0339
167,Low,5479.1,0.3163,0.0094,0.6742,1.129,-0.129
168,Low,5488.76,0.3431,0.006,0.6509,1.0914,-0.0914
169,Low,5510.94,0.3362,0.0197,0.6441,1.0317,-0.0317
170,Low,5511.01,0.3374,0.0034,0.6592,1.0113,-0.0113
171,Low,5519.2,0.2724,0.0098,0.7178,1.0437,-0.0437
172,Low,5523.54,0.2852,0.0148,0.7,1.0681,-0.0681
173,Low,5542.97,0.3137,0.0182,0.6681,1.0938,-0.0938
174,Low,5546.58,0.3235,0.0191,0.6574,1.0817,-0.0817
175,Low,5550.33,0.3099,0.0179,0.6722,1.0107,-0.0107
176,Low,5563.74,0.2813,0.0065,0.7122,1.0854,-0.0854
177,Low,5564.88,0.2935,0.0026,0.7039,1.105,-0.105
178,Low,5618.14,0.343,0.01,0.647,1.0121,-0.0121
179,Low,5630.41,0.2838,0.0097,0.7065,1.0376,-0.0376
180,Low,5637.54,0.2694,0.02,0.7106,1.0863,-0.0863
181,Low,5652.32,0.3343,0.0194,0.6464,1.0404,-0.0404
182,Low,5655.37,0.2773,0.0165,0.7062,1.0977,-0.0977
183,Low,5670.18,0.3403,0.0036,0.6561,1.0952,-0.0952
184,Low,5680.37,0.3197,0.002,0.6784,1.05,-0.05
185,Low,5680.92,0.3278,0.0177,0.6545,1.1041,-0.1041
186,Low,5701.19,0.2848,0.0193,0.6959,1.0825,-0.0825
187,Low,5723.77,0.3163,0.0067,0.6769,1.1455,-0.1455
188,Low,5725.32,0.2906,0.0103,0.6991,1.0986,-0.0986
189,Low,5727.98,0.3267,0.0089,0.6644,1.0543,-0.0543
190,Low,5751.1,0.3211,0.0123,0.6666,1.0305,-0.0305
191,Low,5766.78,0.3152,0.0192,0.6656,1.1047,-0.1047
192,Low,5782.57,0.2781,0.0207,0.7012,1.0359,-0.0359
193,Low,5783.43,0.2852,0.0118,0.703,1.014,-0.014
194,Low,5798.07,0.3445,0.018,0.6375,1.0176,-0.0176
195,Low,5800.65,0.3283,0.0098,0.6618,1.0763,-0.0763
196,Low,5803.0,0.2796,0.0168,0.7036,1.0366,-0.0366
197,Low,5804.11,0.3036,0.0076,0.6888,1.0762,-0.0762
198,Low,5805.88,0.3438,0.0176,0.6386,1.1185,-0.1185
199,Low,5809.67,0.3033,0.0194,0.6772,1.1231,-0.1231
200,Low,5816.73,0.2951,0.0063,0.6985,1.1498,-0.1498
201,Low,5834.18,0.3128,0.0031,0.6841,1.0518,-0.0518
202,Low,5834.84,0.3174,0.0113,0.6713,1.0483,-0.0483
203,Low,5847.65,0.286,0.0148,0.6991,1.035,-0.035
204,Low,5864.5,0.3266,0.0009,0.6725,1.1058,-0.1058
205,Low,5864.55,0.3294,0.0077,0.6629,1.1231,-0.1231
206,Low,5881.25,0.3619,0.0103,0.6278,1.0753,-0.0753
207,Low,5902.85,0.3048,0.0172,0.678,1.066,-0.066
208,Low,5915.35,0.3075,0.0093,0.6832,1.0615,-0.0615
209,Low,5932.95,0.3267,0.0032,0.6701,1.1454,-0.1454
210,Low,5939.88,0.2949,0.0144,0.6908,1.1278,-0.1278
211,Low,5947.4,0.3385,0.0174,0.6442,1.0475,-0.0475
212,Low,5993.33,0.3142,0.0148,0.6709,1.0054,-0.0054
213,Low,5993.34,0.2671,0.0131,0.7198,1.1496,-0.1496
214,Low,6007.56,0.3442,0.0092,0.6466,1.0951,-0.0951
215,Low,6008.17,0.3321,0.0087,0.6592,1.1355,-0.1355
216,Low,6016.09,0.2829,0.0177,0.6994,1.0562,-0.0562
217,Low,6030.23,0.2839,0.0114,0.7047,1.1189,-0.1189
218,Low,6049.71,0.2794,0.0017,0.719,1.093,-0.093
219,Low,6055.57,0.3023,0.0201,0.6776,1.0692,-0.0692
220,Low,6085.35,0.3124,0.0058,0.6818,1.1207,-0.1207
221,Low,6087.19,0.3508,0.014,0.6352,1.0663,-0.0663
222,Low,6109.53,0.2964,0.0122,0.6914,1.0636,-0.0636
223,Low,6113.96,0.3016,0.0185,0.6799,1.0577,-0.0577
224,Low,6127.55,0.3107,0.0049,0.6844,1.0862,-0.0862
225,Low,6145.11,0.3317,0.0056,0.6627,1.0987,-0.0987
226,Low,6149.17,0.2898,0.0118,0.6984,1.1117,-0.1117
227,Low,6164.02,0.2781,0.0132,0.7087,1.1356,-0.1356
228,Low,6170.21,0.2917,0.0167,0.6916,1.0528,-0.0528
229,Low,6175.08,0.3156,0.0125,0.6719,1.1081,-0.1081
230,Low,6182.63,0.3173,0.0168,0.6658,1.1355,-0.1355
231,Low,6186.28,0.3261,0.0064,0.6675,1.0869,-0.0869
232,Low,6191.57,0.3386,0.0019,0.6595,1.1121,-0.1121
233,Low,6195.81,0.2895,0.0029,0.7076,1.1457,-0.1457
234,Low,6222.12,0.3018,0.0182,0.6801,1.0385,-0.0385
235,Low,6244.62,0.3251,0.0094,0.6655,1.112,-0.112
236,Low,6287.82,0.2889,0.0023,0.7087,1.0211,-0.0211
237,Low,6293.19,0.3345,0.0166,0.6489,1.147,-0.147
238,Low,6298.27,0.3469,0.0161,0.637,1.1186,-0.1186
239,Low,6305.31,0.277,0.0118,0.7112,1.1009,-0.1009
240,Low,6316.84,0.3137,0.0116,0.6747,1.141,-0.141
241,Low,6317.92,0.3005,0.0054,0.6941,1.1326,-0.1326
242,Low,6327.86,0.3234,0.0193,0.6572,1.0095,-0.0095
243,Low,6356.11,0.3389,0.0185,0.6426,1.0612,-0.0612
244,Low,6383.96,0.289,0.0207,0.6903,1.0739,-0.0739
245,Low,6384.31,0.2915,0.0199,0.6886,1.068,-0.068
246,Low,6393.78,0.3089,0.0145,0.6767,1.0629,-0.0629
247,Low,6398.44,0.3347,0.0032,0.6621,1.0149,-0.0149
248,Low,6407.05,0.2983,0.0081,0.6936,1.0049,-0.0049
249,Low,6417.33,0.2897,0.0089,0.7014,1.1283,-0.1283
250,Low,6421.71,0.2801,0.0148,0.7051,1.1467,-0.1467
251,Low,6430.35,0.3132,0.0087,0.6781,1.0183,-0.0183
252,Low,6431.0,0.3314,0.009,0.6596,1.0963,-0.0963
253,Low,6433.76,0.3132,0.0004,0.6864,1.0365,-0.0365
254,Low,6488.47,0.2981,0.0128,0.689,1.1148,-0.1148
255,Low,6517.08,0.2814,0.0045,0.7141,1.0493,-0.0493
256,Low,6519.09,0.2998,0.0204,0.6798,1.1288,-0.1288
257,Low,6523.25,0.2964,0.0029,0.7006,1.0262,-0.0262
258,Low,6531.5,0.3443,0.0006,0.6551,1.1185,-0.1185
259,Low,6546.75,0.305,0.0072,0.6878,1.0079,-0.0079
260,Low,6553.86,0.3212,0.0104,0.6684,1.0714,-0.0714
261,Low,6562.81,0.3454,0.0108,0.6438,1.0756,-0.0756
262,Low,6566.25,0.3366,0.0008,0.6626,1.13,-0.13
263,Low,6577.42,0.2998,0.0091,0.6911,1.0091,-0.0091
264,Low,6583.66,0.3057,0.0082,0.6861,1.0735,-0.0735
265,Low,6590.83,0.3587,0.0015,0.6397,1.0912,-0.0912
266,Low,6597.98,0.2773,0.0059,0.7168,1.0823,-0.0823
267,Low,6599.74,0.2957,0.0208,0.6835,1.0681,-0.0681
268,Low,6617.52,0.316,0.002,0.682,1.1279,-0.1279
269,Low,6617.67,0.3143,0.0153,0.6704,1.0323,-0.0323
270,Low,6619.39,0.3161,0.0049,0.679,1.068,-0.068
271,Low,6648.08,0.3115,0.002,0.6865,1.0998,-0.0998
272,Low,6653.86,0.2925,0.0031,0.7044,1.0101,-0.0101
273,Low,6658.32,0.3527,0.002,0.6453,1.1108,-0.1108
274,Low,6659.81,0.3309,0.0111,0.658,1.0842,-0.0842
275,Low,6660.43,0.3073,0.0027,0.69,1.0998,-0.0998
276,Low,6664.8,0.3204,0.0171,0.6625,1.1453,-0.1453
277,Low,6679.56,0.318,0.0072,0.6748,1.0319,-0.0319
278,Low,6684.35,0.3391,0.0048,0.6561,1.1268,-0.1268
279,Low,6701.96,0.2989,0.0159,0.6852,1.1211,-0.1211
280,Low,6707.91,0.3229,0.0188,0.6582,1.092,-0.092
281,Low,6711.27,0.3119,0.0005,0.6876,1.1244,-0.1244
282,Low,6715.07,0.2911,0.0038,0.7051,1.0463,-0.0463
283,Low,6725.3,0.2924,0.0001,0.7074,1.0849,-0.0849
284,Low,6746.45,0.3034,0.003,0.6937,1.0046,-0.0046
285,Low,6754.15,0.3343,0.0044,0.6612,1.0511,-0.0511
286,Low,6757.32,0.2931,0.0147,0.6921,1.0851,-0.0851
287,Low,6768.2,0.2953,0.0012,0.7035,1.0927,-0.0927
288,Low,6784.01,0.3209,0.0055,0.6736,1.0728,-0.0728
289,Low,6807.27,0.3017,0.0056,0.6927,1.0171,-0.0171
290,Low,6808.02,0.3031,0.0059,0.691,1.073,-0.073
291,Low,6811.49,0.3309,0.0009,0.6682,1.0899,-0.0899
292,Low,6829.95,0.2856,0.0069,0.7075,1.0206,-0.0206
293,Low,6835.82,0.3121,0.0074,0.6805,1.1121,-0.1121
294,Low,6844.14,0.283,0.008,0.709,1.075,-0.075
295,Low,6849.54,0.3484,0.0169,0.6347,1.1293,-0.1293
296,Low,6853.59,0.2685,0.0004,0.7311,1.1293,-0.1293
297,Low,6853.84,0.3107,0.0116,0.6777,1.0627,-0.0627
298,Low,6865.77,0.2924,0.0005,0.7071,1.1202,-0.1202
299,Low,6871.19,0.3056,0.0163,0.6781,1.0132,-0.0132
300,Low,6875.5,0.3351,0.0049,0.6601,1.0786,-0.0786
301,Low,6881.27,0.3115,0.0067,0.6819,1.05,-0.05
302,Low,6884.24,0.3003,0.0115,0.6882,1.0765,-0.0765
303,Low,6899.21,0.3338,0.0068,0.6593,1.1228,-0.1228
304,Low,6912.76,0.3486,0.005,0.6464,1.0296,-0.0296
305,Low,6913.86,0.3131,0.0153,0.6716,1.0266,-0.0266
306,Low,6929.87,0.3232,0.0098,0.667,1.114,-0.114
307,Low,6942.33,0.3041,0.0191,0.6769,1.0953,-0.0953
308,Low,6944.79,0.3148,0.0174,0.6678,1.0226,-0.0226
309,Low,6958.39,0.2867,0.0099,0.7035,1.0412,-0.0412
310,Low,6959.57,0.285,0.0113,0.7037,1.0678,-0.0678
311,Low,6960.23,0.2906,0.0189,0.6905,1.1296,-0.1296
312,Low,6990.47,0.336,0.0123,0.6517,1.0694,-0.0694
313,Low,6999.26,0.3022,0.0157,0.6822,1.0675,-0.0675
314,Low,7000.26,0.3391,0.0134,0.6476,1.0713,-0.0713
315,Low,7003.36,0.3024,0.0014,0.6962,1.1349,-0.1349
316,Low,7009.07,0.2996,0.0151,0.6853,1.0259,-0.0259
317,Low,7036.93,0.2963,0.0094,0.6943,1.0784,-0.0784
318,Low,7039.23,0.2949,0.0083,0.6968,1.0613,-0.0613
319,Low,7043.62,0.2912,0.0123,0.6965,1.0971,-0.0971
320,Low,7055.53,0.277,0.002,0.721,1.0426,-0.0426
321,Low,7056.3,0.3142,0.0128,0.673,1.131,-0.131
322,Low,7057.48,0.3117,0.0128,0.6755,1.0525,-0.0525
323,Low,7066.32,0.3468,0.014,0.6392,1.0893,-0.0893
324,Low,7076.11,0.3481,0.0063,0.6456,1.1187,-0.1187
325,Low,7090.3,0.3224,0.013,0.6645,1.1108,-0.1108
326,Low,7094.45,0.3206,0.0106,0.6688,1.0635,-0.0635
327,Low,7099.67,0.314,0.008,0.6781,1.0321,-0.0321
328,Low,7117.36,0.3528,0.01,0.6372,1.0206,-0.0206
329,Low,7118.52,0.2913,0.0191,0.6896,1.1156,-0.1156
330,Low,7123.67,0.3492,0.0185,0.6323,1.0505,-0.0505
331,Low,7143.16,0.3378,0.0027,0.6595,1.0243,-0.0243
332,Low,7147.79,0.3236,0.015,0.6614,1.0248,-0.0248
333,Low,7179.25,0.303,0.0085,0.6886,1.0356,-0.0356
334,Low,7195.19,0.302,0.0058,0.6922,1.0673,-0.0673
335,Low,7199.82,0.3063,0.0062,0.6874,1.0704,-0.0704
336,Low,7200.01,0.3221,0.0071,0.6708,1.1477,-0.1477
337,Low,7202.6,0.3151,0.006,0.6789,1.0791,-0.0791
338,Low,7222.64,0.3323,0.0157,0.652,1.0208,-0.0208
339,Low,7225.31,0.282,0.0131,0.7049,1.0832,-0.0832
340,Low,7228.88,0.2705,0.0176,0.712,1.0428,-0.0428
341,Low,7237.75,0.3192,0.0053,0.6755,1.0221,-0.0221
342,Low,7238.38,0.3142,0.0202,0.6655,1.0677,-0.0677
343,Low,7245.11,0.3199,0.0006,0.6795,1.0753,-0.0753
344,Low,7245.56,0.2939,0.0214,0.6848,1.0042,-0.0042
345,Low,7270.28,0.3348,0.0164,0.6489,1.1187,-0.1187
346,Low,7274.39,0.2769,0.006,0.7171,1.1044,-0.1044
347,Low,7279.21,0.2859,0.0153,0.6988,1.0008,-0.0008
348,Low,7284.89,0.2725,0.0054,0.7221,1.0823,-0.0823
349,Low,7290.67,0.3417,0.0112,0.6471,1.0432,-0.0432
350,Low,7292.64,0.3035,0.001,0.6955,1.1191,-0.1191
351,Low,7308.57,0.2992,0.0022,0.6986,1.0895,-0.0895
352,Low,7316.29,0.284,0.0116,0.7044,1.0215,-0.0215
353,Low,7318.69,0.3152,0.0132,0.6716,1.0625,-0.0625
354,Low,7325.03,0.3116,0.0017,0.6867,1.0102,-0.0102
355,Low,7329.89,0.2991,0.01,0.6908,1.0831,-0.0831
356,Low,7349.43,0.3005,0.0098,0.6898,1.1472,-0.1472
357,Low,7352.46,0.2885,0.0003,0.7112,1.0517,-0.0517
358,Low,7378.69,0.3191,0.0124,0.6685,1.1103,-0.1103
359,Low,7383.68,0.3017,0.0009,0.6973,1.122,-0.122
360,Low,7391.16,0.2878,0.0168,0.6955,1.1043,-0.1043
361,Low,7399.99,0.3347,0.0173,0.648,1.1164,-0.1164
362,Low,7402.87,0.3264,0.0065,0.6671,1.0299,-0.0299
363,Low,7406.8,0.275,0.0202,0.7048,1.1484,-0.1484
364,Low,7439.58,0.309,0.0051,0.6858,1.0287,-0.0287
365,Low,7443.93,0.2892,0.0158,0.695,1.0498,-0.0498
366,Low,7452.39,0.2737,0.0077,0.7186,1.1115,-0.1115
367,Low,7460.52,0.325,0.0074,0.6676,1.0744,-0.0744
368,Low,7461.3,0.309,0.0191,0.672,1.1202,-0.1202
369,Low,7468.86,0.3278,0.0016,0.6706,1.1234,-0.1234
370,Low,7475.56,0.3314,0.007,0.6616,1.0991,-0.0991
371,Low,7504.69,0.3001,0.0129,0.6871,1.1035,-0.1035
372,Low,7532.72,0.2931,0.0009,0.7061,1.0529,-0.0529
373,Low,7555.95,0.3321,0.0052,0.6627,1.1422,-0.1422
374,Low,7557.09,0.284,0.0141,0.7019,1.1202,-0.1202
375,Low,7564.26,0.3342,0.02,0.6457,1.0911,-0.0911
376,Low,7571.77,0.3507,0.0007,0.6485,1.1168,-0.1168
377,Low,7584.72,0.3014,0.0081,0.6906,1.0908,-0.0908
378,Low,7587.38,0.3264,0.0195,0.6542,1.1145,-0.1145
379,Low,7603.26,0.3209,0.0111,0.668,1.0974,-0.0974
380,Low,7607.32,0.2892,0.0024,0.7084,1.0749,-0.0749
381,Low,7630.64,0.3117,0.0121,0.6761,1.039,-0.039
382,Low,7674.35,0.3124,0.0211,0.6665,1.1375,-0.1375
383,Low,7677.26,0.3031,0.0025,0.6944,1.0678,-0.0678
384,Low,7678.79,0.3549,0.0093,0.6358,1.1023,-0.1023
385,Low,7711.39,0.3429,0.0066,0.6506,1.0097,-0.0097
386,Low,7728.0,0.302,0.0177,0.6803,1.1068,-0.1068
387,Low,7734.33,0.3312,0.0123,0.6565,1.0763,-0.0763
388,Low,7746.32,0.2979,0.0046,0.6976,1.1186,-0.1186
389,Low,7746.53,0.2805,0.0123,0.7072,1.1205,-0.1205
390,Low,7764.68,0.3295,0.0132,0.6572,1.0464,-0.0464
